current date,sale_id,product_id,product_name,product_price
2025-05-12,585,P007,Laptop Stand,$40
2025-05-12,586,P001,Wireless Headphones,$100
2025-05-12,587,P007,Laptop Stand,$40
2025-05-12,588,P004,USB Flash Drive,$20
2025-05-12,589,P006,Wireless Mouse,$30
2025-05-12,590,P006,Wireless Mouse,$30
2025-05-12,591,P003,Bluetooth Speaker,$50
2025-05-12,592,P006,Wireless Mouse,$30
2025-05-12,593,P001,Wireless Headphones,$100
2025-05-12,594,P001,Wireless Headphones,$100
2025-05-12,595,P006,Wireless Mouse,$30
2025-05-12,596,P010,External Hard Drive,$100
2025-05-12,597,P006,Wireless Mouse,$30
2025-05-12,598,P008,HDMI Cable,$15
2025-05-12,599,P008,HDMI Cable,$15
2025-05-12,600,P006,Wireless Mouse,$30
2025-05-12,601,P005,Mobile Phone Case,$15
2025-05-12,602,P002,Laptop Backpack,$60
2025-05-12,603,P004,USB Flash Drive,$20
2025-05-12,604,P009,Smartphone,$600
2025-05-12,605,P010,External Hard Drive,$100
2025-05-12,606,P010,External Hard Drive,$100
2025-05-12,607,P002,Laptop Backpack,$60
2025-05-12,608,P001,Wireless Headphones,$100
2025-05-12,609,P001,Wireless Headphones,$100
2025-05-12,610,P006,Wireless Mouse,$30
2025-05-12,611,P001,Wireless Headphones,$100
2025-05-12,612,P007,Laptop Stand,$40
2025-05-12,613,P003,Bluetooth Speaker,$50
2025-05-12,614,P001,Wireless Headphones,$100
2025-05-12,615,P010,External Hard Drive,$100
2025-05-12,616,P010,External Hard Drive,$100
2025-05-12,617,P001,Wireless Headphones,$100
2025-05-12,618,P004,USB Flash Drive,$20
2025-05-12,619,P006,Wireless Mouse,$30
2025-05-12,620,P008,HDMI Cable,$15
2025-05-12,621,P001,Wireless Headphones,$100
2025-05-12,622,P010,External Hard Drive,$100
2025-05-12,623,P009,Smartphone,$600
2025-05-12,624,P004,USB Flash Drive,$20
2025-05-12,625,P003,Bluetooth Speaker,$50
2025-05-12,626,P002,Laptop Backpack,$60
2025-05-12,627,P003,Bluetooth Speaker,$50
2025-05-12,628,P010,External Hard Drive,$100
2025-05-12,629,P004,USB Flash Drive,$20
2025-05-12,630,P002,Laptop Backpack,$60
2025-05-12,631,P003,Bluetooth Speaker,$50
2025-05-12,632,P009,Smartphone,$600
2025-05-12,633,P010,External Hard Drive,$100
2025-05-12,634,P006,Wireless Mouse,$30
2025-05-12,635,P008,HDMI Cable,$15
2025-05-12,636,P003,Bluetooth Speaker,$50
2025-05-12,637,P002,Laptop Backpack,$60
2025-05-12,638,P004,USB Flash Drive,$20
2025-05-12,639,P002,Laptop Backpack,$60
2025-05-12,640,P001,Wireless Headphones,$100
2025-05-12,641,P007,Laptop Stand,$40
2025-05-12,642,P006,Wireless Mouse,$30
2025-05-12,643,P002,Laptop Backpack,$60
2025-05-12,644,P008,HDMI Cable,$15
2025-05-12,645,P008,HDMI Cable,$15
2025-05-12,646,P008,HDMI Cable,$15
2025-05-12,647,P008,HDMI Cable,$15
2025-05-12,648,P008,HDMI Cable,$15
2025-05-12,649,P002,Laptop Backpack,$60
2025-05-12,650,P010,External Hard Drive,$100
2025-05-12,651,P004,USB Flash Drive,$20
2025-05-12,652,P002,Laptop Backpack,$60
2025-05-12,653,P010,External Hard Drive,$100
2025-05-12,654,P006,Wireless Mouse,$30
2025-05-12,655,P001,Wireless Headphones,$100
2025-05-12,656,P010,External Hard Drive,$100
2025-05-12,657,P009,Smartphone,$600
2025-05-12,658,P001,Wireless Headphones,$100
2025-05-12,659,P010,External Hard Drive,$100
2025-05-12,660,P004,USB Flash Drive,$20
2025-05-12,661,P006,Wireless Mouse,$30
2025-05-12,662,P004,USB Flash Drive,$20
2025-05-12,663,P004,USB Flash Drive,$20
2025-05-12,664,P001,Wireless Headphones,$100
2025-05-12,665,P004,USB Flash Drive,$20
2025-05-12,666,P004,USB Flash Drive,$20
2025-05-12,667,P004,USB Flash Drive,$20
2025-05-12,668,P004,USB Flash Drive,$20
2025-05-12,669,P005,Mobile Phone Case,$15
2025-05-12,670,P003,Bluetooth Speaker,$50
2025-05-12,671,P007,Laptop Stand,$40
2025-05-12,672,P001,Wireless Headphones,$100
2025-05-12,673,P004,USB Flash Drive,$20
2025-05-12,674,P006,Wireless Mouse,$30
2025-05-12,675,P010,External Hard Drive,$100
2025-05-12,676,P003,Bluetooth Speaker,$50
2025-05-12,677,P001,Wireless Headphones,$100
2025-05-12,678,P008,HDMI Cable,$15
2025-05-12,679,P008,HDMI Cable,$15
2025-05-12,680,P001,Wireless Headphones,$100
2025-05-12,681,P008,HDMI Cable,$15
2025-05-12,682,P007,Laptop Stand,$40
2025-05-12,683,P002,Laptop Backpack,$60
2025-05-12,684,P010,External Hard Drive,$100
2025-05-12,685,P001,Wireless Headphones,$100
2025-05-12,686,P006,Wireless Mouse,$30
2025-05-12,687,P010,External Hard Drive,$100
2025-05-12,688,P005,Mobile Phone Case,$15
2025-05-12,689,P004,USB Flash Drive,$20
2025-05-12,690,P002,Laptop Backpack,$60
2025-05-12,691,P004,USB Flash Drive,$20
2025-05-12,692,P002,Laptop Backpack,$60
2025-05-12,693,P002,Laptop Backpack,$60
2025-05-12,694,P010,External Hard Drive,$100
2025-05-12,695,P007,Laptop Stand,$40
2025-05-12,696,P008,HDMI Cable,$15
2025-05-12,697,P001,Wireless Headphones,$100
2025-05-12,698,P009,Smartphone,$600
2025-05-12,699,P001,Wireless Headphones,$100
2025-05-12,700,P008,HDMI Cable,$15
2025-05-12,701,P006,Wireless Mouse,$30
2025-05-12,702,P004,USB Flash Drive,$20
2025-05-12,703,P001,Wireless Headphones,$100
2025-05-12,704,P001,Wireless Headphones,$100
2025-05-12,705,P006,Wireless Mouse,$30
2025-05-12,706,P001,Wireless Headphones,$100
2025-05-12,707,P006,Wireless Mouse,$30
2025-05-12,708,P004,USB Flash Drive,$20
2025-05-12,709,P009,Smartphone,$600
2025-05-12,710,P004,USB Flash Drive,$20
2025-05-12,711,P001,Wireless Headphones,$100
2025-05-12,712,P010,External Hard Drive,$100
2025-05-12,713,P006,Wireless Mouse,$30
2025-05-12,714,P010,External Hard Drive,$100
2025-05-12,715,P008,HDMI Cable,$15
2025-05-12,716,P004,USB Flash Drive,$20
2025-05-12,717,P001,Wireless Headphones,$100
2025-05-12,718,P007,Laptop Stand,$40
2025-05-12,719,P001,Wireless Headphones,$100
2025-05-12,720,P004,USB Flash Drive,$20
2025-05-12,721,P009,Smartphone,$600
2025-05-12,722,P004,USB Flash Drive,$20
2025-05-12,723,P001,Wireless Headphones,$100
2025-05-12,724,P008,HDMI Cable,$15
2025-05-12,725,P001,Wireless Headphones,$100
2025-05-12,726,P008,HDMI Cable,$15
2025-05-12,727,P004,USB Flash Drive,$20
2025-05-12,728,P010,External Hard Drive,$100
2025-05-12,729,P007,Laptop Stand,$40
2025-05-12,730,P005,Mobile Phone Case,$15
2025-05-12,731,P010,External Hard Drive,$100
2025-05-12,732,P006,Wireless Mouse,$30
2025-05-12,733,P002,Laptop Backpack,$60
2025-05-12,734,P001,Wireless Headphones,$100
2025-05-12,735,P004,USB Flash Drive,$20
2025-05-12,736,P006,Wireless Mouse,$30
2025-05-12,737,P002,Laptop Backpack,$60
2025-05-12,738,P010,External Hard Drive,$100
2025-05-12,739,P008,HDMI Cable,$15
2025-05-12,740,P006,Wireless Mouse,$30
2025-05-12,741,P010,External Hard Drive,$100
2025-05-12,742,P008,HDMI Cable,$15
2025-05-12,743,P006,Wireless Mouse,$30
2025-05-12,744,P004,USB Flash Drive,$20
2025-05-12,745,P004,USB Flash Drive,$20
2025-05-12,746,P006,Wireless Mouse,$30
2025-05-12,747,P001,Wireless Headphones,$100
2025-05-12,748,P010,External Hard Drive,$100
2025-05-12,749,P005,Mobile Phone Case,$15
2025-05-12,750,P002,Laptop Backpack,$60
2025-05-12,751,P004,USB Flash Drive,$20
2025-05-12,752,P004,USB Flash Drive,$20
2025-05-12,753,P001,Wireless Headphones,$100
2025-05-12,754,P001,Wireless Headphones,$100
2025-05-12,755,P003,Bluetooth Speaker,$50
2025-05-12,756,P010,External Hard Drive,$100
2025-05-12,757,P001,Wireless Headphones,$100
2025-05-12,758,P003,Bluetooth Speaker,$50
2025-05-12,759,P005,Mobile Phone Case,$15
2025-05-12,760,P006,Wireless Mouse,$30
2025-05-12,761,P008,HDMI Cable,$15
2025-05-12,762,P008,HDMI Cable,$15
2025-05-12,763,P002,Laptop Backpack,$60
2025-05-12,764,P002,Laptop Backpack,$60
2025-05-12,765,P004,USB Flash Drive,$20
2025-05-12,766,P008,HDMI Cable,$15
2025-05-12,767,P004,USB Flash Drive,$20
2025-05-12,768,P003,Bluetooth Speaker,$50
2025-05-12,769,P002,Laptop Backpack,$60
2025-05-12,770,P005,Mobile Phone Case,$15
2025-05-12,771,P001,Wireless Headphones,$100
2025-05-12,772,P001,Wireless Headphones,$100
2025-05-12,773,P008,HDMI Cable,$15
2025-05-12,774,P006,Wireless Mouse,$30
2025-05-12,775,P008,HDMI Cable,$15
2025-05-12,776,P002,Laptop Backpack,$60
2025-05-12,777,P005,Mobile Phone Case,$15
2025-05-12,778,P008,HDMI Cable,$15
2025-05-12,779,P002,Laptop Backpack,$60
2025-05-12,780,P005,Mobile Phone Case,$15
2025-05-12,781,P007,Laptop Stand,$40
2025-05-12,782,P002,Laptop Backpack,$60
2025-05-12,783,P010,External Hard Drive,$100
2025-05-12,784,P008,HDMI Cable,$15
2025-05-12,785,P008,HDMI Cable,$15
2025-05-12,786,P001,Wireless Headphones,$100
2025-05-12,787,P006,Wireless Mouse,$30
2025-05-12,788,P006,Wireless Mouse,$30
2025-05-12,789,P010,External Hard Drive,$100
2025-05-12,790,P001,Wireless Headphones,$100
2025-05-12,791,P003,Bluetooth Speaker,$50
2025-05-12,792,P009,Smartphone,$600
2025-05-12,793,P009,Smartphone,$600
2025-05-12,794,P009,Smartphone,$600
2025-05-12,795,P001,Wireless Headphones,$100
2025-05-12,796,P004,USB Flash Drive,$20
2025-05-12,797,P008,HDMI Cable,$15
2025-05-12,798,P010,External Hard Drive,$100
2025-05-12,799,P009,Smartphone,$600
2025-05-12,800,P008,HDMI Cable,$15
2025-05-12,801,P010,External Hard Drive,$100
2025-05-12,802,P004,USB Flash Drive,$20
2025-05-12,803,P010,External Hard Drive,$100
2025-05-12,804,P002,Laptop Backpack,$60
2025-05-12,805,P005,Mobile Phone Case,$15
2025-05-12,806,P008,HDMI Cable,$15
2025-05-12,807,P009,Smartphone,$600
2025-05-12,808,P004,USB Flash Drive,$20
2025-05-12,809,P008,HDMI Cable,$15
2025-05-12,810,P004,USB Flash Drive,$20
2025-05-12,811,P006,Wireless Mouse,$30
2025-05-12,812,P002,Laptop Backpack,$60
2025-05-12,813,P008,HDMI Cable,$15
2025-05-12,814,P001,Wireless Headphones,$100
2025-05-12,815,P008,HDMI Cable,$15
2025-05-12,816,P007,Laptop Stand,$40
2025-05-12,817,P004,USB Flash Drive,$20
2025-05-12,818,P008,HDMI Cable,$15
2025-05-12,819,P001,Wireless Headphones,$100
2025-05-12,820,P006,Wireless Mouse,$30
2025-05-12,821,P003,Bluetooth Speaker,$50
2025-05-12,822,P004,USB Flash Drive,$20
2025-05-12,823,P006,Wireless Mouse,$30
2025-05-12,824,P004,USB Flash Drive,$20
2025-05-12,825,P008,HDMI Cable,$15
2025-05-12,826,P006,Wireless Mouse,$30
2025-05-12,827,P006,Wireless Mouse,$30
2025-05-12,828,P010,External Hard Drive,$100
2025-05-12,829,P004,USB Flash Drive,$20
2025-05-12,830,P006,Wireless Mouse,$30
2025-05-12,831,P006,Wireless Mouse,$30
2025-05-12,832,P006,Wireless Mouse,$30
2025-05-12,833,P002,Laptop Backpack,$60
2025-05-12,834,P009,Smartphone,$600
2025-05-12,835,P001,Wireless Headphones,$100
2025-05-12,836,P010,External Hard Drive,$100
2025-05-12,837,P005,Mobile Phone Case,$15
2025-05-12,838,P010,External Hard Drive,$100
2025-05-12,839,P001,Wireless Headphones,$100
2025-05-12,840,P001,Wireless Headphones,$100
2025-05-12,841,P007,Laptop Stand,$40
2025-05-12,842,P001,Wireless Headphones,$100
2025-05-12,843,P001,Wireless Headphones,$100
2025-05-12,844,P006,Wireless Mouse,$30
2025-05-12,845,P010,External Hard Drive,$100
2025-05-12,846,P006,Wireless Mouse,$30
2025-05-12,847,P006,Wireless Mouse,$30
2025-05-12,848,P001,Wireless Headphones,$100
2025-05-12,849,P002,Laptop Backpack,$60
2025-05-12,850,P006,Wireless Mouse,$30
2025-05-12,851,P006,Wireless Mouse,$30
2025-05-12,852,P002,Laptop Backpack,$60
2025-05-12,853,P010,External Hard Drive,$100
2025-05-12,854,P008,HDMI Cable,$15
2025-05-12,855,P001,Wireless Headphones,$100
2025-05-12,856,P002,Laptop Backpack,$60
2025-05-12,857,P010,External Hard Drive,$100
2025-05-12,858,P004,USB Flash Drive,$20
2025-05-12,859,P005,Mobile Phone Case,$15
2025-05-12,860,P001,Wireless Headphones,$100
2025-05-12,861,P004,USB Flash Drive,$20
2025-05-12,862,P008,HDMI Cable,$15
2025-05-12,863,P009,Smartphone,$600
2025-05-12,864,P009,Smartphone,$600
2025-05-12,865,P004,USB Flash Drive,$20
2025-05-12,866,P002,Laptop Backpack,$60
2025-05-12,867,P007,Laptop Stand,$40
2025-05-12,868,P008,HDMI Cable,$15
2025-05-12,869,P010,External Hard Drive,$100
2025-05-12,870,P006,Wireless Mouse,$30
2025-05-12,871,P010,External Hard Drive,$100
2025-05-12,872,P001,Wireless Headphones,$100
2025-05-12,873,P001,Wireless Headphones,$100
2025-05-12,874,P002,Laptop Backpack,$60
2025-05-12,875,P007,Laptop Stand,$40
2025-05-12,876,P002,Laptop Backpack,$60
2025-05-12,877,P006,Wireless Mouse,$30
2025-05-12,878,P006,Wireless Mouse,$30
2025-05-12,879,P005,Mobile Phone Case,$15
2025-05-12,880,P004,USB Flash Drive,$20
2025-05-12,881,P010,External Hard Drive,$100
2025-05-12,882,P007,Laptop Stand,$40
2025-05-12,883,P005,Mobile Phone Case,$15
2025-05-12,884,P002,Laptop Backpack,$60
2025-05-12,885,P010,External Hard Drive,$100
2025-05-12,886,P004,USB Flash Drive,$20
2025-05-12,887,P004,USB Flash Drive,$20
2025-05-12,888,P001,Wireless Headphones,$100
2025-05-12,889,P005,Mobile Phone Case,$15
2025-05-12,890,P004,USB Flash Drive,$20
2025-05-12,891,P004,USB Flash Drive,$20
2025-05-12,892,P010,External Hard Drive,$100
2025-05-12,893,P004,USB Flash Drive,$20
2025-05-12,894,P009,Smartphone,$600
2025-05-12,895,P005,Mobile Phone Case,$15
2025-05-12,896,P009,Smartphone,$600
2025-05-12,897,P007,Laptop Stand,$40
2025-05-12,898,P005,Mobile Phone Case,$15
2025-05-12,899,P004,USB Flash Drive,$20
2025-05-12,900,P003,Bluetooth Speaker,$50
2025-05-12,901,P001,Wireless Headphones,$100
2025-05-12,902,P003,Bluetooth Speaker,$50
2025-05-12,903,P001,Wireless Headphones,$100
2025-05-12,904,P001,Wireless Headphones,$100
2025-05-12,905,P004,USB Flash Drive,$20
2025-05-12,906,P006,Wireless Mouse,$30
2025-05-12,907,P003,Bluetooth Speaker,$50
2025-05-12,908,P002,Laptop Backpack,$60
2025-05-12,909,P001,Wireless Headphones,$100
2025-05-12,910,P003,Bluetooth Speaker,$50
2025-05-12,911,P008,HDMI Cable,$15
2025-05-12,912,P010,External Hard Drive,$100
2025-05-12,913,P004,USB Flash Drive,$20
2025-05-12,914,P008,HDMI Cable,$15
2025-05-12,915,P002,Laptop Backpack,$60
2025-05-12,916,P006,Wireless Mouse,$30
2025-05-12,917,P006,Wireless Mouse,$30
2025-05-12,918,P002,Laptop Backpack,$60
2025-05-12,919,P010,External Hard Drive,$100
2025-05-12,920,P008,HDMI Cable,$15
2025-05-12,921,P009,Smartphone,$600
2025-05-12,922,P008,HDMI Cable,$15
2025-05-12,923,P005,Mobile Phone Case,$15
2025-05-12,924,P004,USB Flash Drive,$20
2025-05-12,925,P001,Wireless Headphones,$100
2025-05-12,926,P002,Laptop Backpack,$60
2025-05-12,927,P002,Laptop Backpack,$60
2025-05-12,928,P004,USB Flash Drive,$20
2025-05-12,929,P004,USB Flash Drive,$20
2025-05-12,930,P002,Laptop Backpack,$60
2025-05-12,931,P006,Wireless Mouse,$30
2025-05-12,932,P004,USB Flash Drive,$20
2025-05-12,933,P010,External Hard Drive,$100
2025-05-12,934,P006,Wireless Mouse,$30
2025-05-12,935,P003,Bluetooth Speaker,$50
2025-05-12,936,P001,Wireless Headphones,$100
2025-05-12,937,P010,External Hard Drive,$100
2025-05-12,938,P009,Smartphone,$600
2025-05-12,939,P001,Wireless Headphones,$100
2025-05-12,940,P010,External Hard Drive,$100
2025-05-12,941,P001,Wireless Headphones,$100
2025-05-12,942,P001,Wireless Headphones,$100
2025-05-12,943,P001,Wireless Headphones,$100
2025-05-12,944,P004,USB Flash Drive,$20
2025-05-12,945,P004,USB Flash Drive,$20
2025-05-12,946,P010,External Hard Drive,$100
2025-05-12,947,P006,Wireless Mouse,$30
2025-05-12,948,P004,USB Flash Drive,$20
2025-05-12,949,P008,HDMI Cable,$15
2025-05-12,950,P003,Bluetooth Speaker,$50
2025-05-12,951,P004,USB Flash Drive,$20
2025-05-12,952,P008,HDMI Cable,$15
2025-05-12,953,P005,Mobile Phone Case,$15
2025-05-12,954,P006,Wireless Mouse,$30
2025-05-12,955,P001,Wireless Headphones,$100
2025-05-12,956,P006,Wireless Mouse,$30
2025-05-12,957,P004,USB Flash Drive,$20
2025-05-12,958,P002,Laptop Backpack,$60
2025-05-12,959,P006,Wireless Mouse,$30
2025-05-12,960,P003,Bluetooth Speaker,$50
2025-05-12,961,P003,Bluetooth Speaker,$50
2025-05-12,962,P005,Mobile Phone Case,$15
2025-05-12,963,P009,Smartphone,$600
2025-05-12,964,P007,Laptop Stand,$40
2025-05-12,965,P004,USB Flash Drive,$20
2025-05-12,966,P009,Smartphone,$600
2025-05-12,967,P003,Bluetooth Speaker,$50
2025-05-12,968,P008,HDMI Cable,$15
2025-05-12,969,P004,USB Flash Drive,$20
2025-05-12,970,P004,USB Flash Drive,$20
2025-05-12,971,P001,Wireless Headphones,$100
2025-05-12,972,P003,Bluetooth Speaker,$50
2025-05-12,973,P001,Wireless Headphones,$100
2025-05-12,974,P002,Laptop Backpack,$60
2025-05-12,975,P006,Wireless Mouse,$30
2025-05-12,976,P004,USB Flash Drive,$20
2025-05-12,977,P003,Bluetooth Speaker,$50
2025-05-12,978,P010,External Hard Drive,$100
2025-05-12,979,P010,External Hard Drive,$100
2025-05-12,980,P004,USB Flash Drive,$20
2025-05-12,981,P008,HDMI Cable,$15
2025-05-12,982,P002,Laptop Backpack,$60
2025-05-12,983,P003,Bluetooth Speaker,$50
2025-05-12,984,P010,External Hard Drive,$100
2025-05-12,985,P002,Laptop Backpack,$60
2025-05-12,986,P002,Laptop Backpack,$60
2025-05-12,987,P001,Wireless Headphones,$100
2025-05-12,988,P001,Wireless Headphones,$100
2025-05-12,989,P006,Wireless Mouse,$30
2025-05-12,990,P002,Laptop Backpack,$60
2025-05-12,991,P004,USB Flash Drive,$20
2025-05-12,992,P006,Wireless Mouse,$30
2025-05-12,993,P001,Wireless Headphones,$100
2025-05-12,994,P005,Mobile Phone Case,$15
2025-05-12,995,P006,Wireless Mouse,$30
2025-05-12,996,P006,Wireless Mouse,$30
2025-05-12,997,P004,USB Flash Drive,$20
2025-05-12,998,P001,Wireless Headphones,$100
2025-05-12,999,P006,Wireless Mouse,$30
2025-05-12,1000,P001,Wireless Headphones,$100
